         4666751 function calls (4278882 primitive calls) in 17.153 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_inductor\exc.py:23(OperatorIssue)
        8    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        2    0.000    0.000    0.000    0.000 E:\Python311\Lib\unittest\mock.py:68(_is_instance_mock)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\vec_env\__init__.py:35(unwrap_vec_normalize)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\utils.py:523(ExactWeakKeyDictionary)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_sympy\functions.py:914(FloatPow)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_sympy\functions.py:1070(RoundToInt)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\ctx_mp_python.py:147(__nonzero__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\ctx_mp_python.py:330(_constant)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\numbers.py:3794(GoldenRatio)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\exprtools.py:805(Term)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\assumptions\cnf.py:394(EncodedCNF)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\combinatorial\numbers.py:2012(primenu)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\combinatorial\numbers.py:2064(primeomega)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\miscellaneous.py:864(Rem)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\zeta_functions.py:707(stieltjes)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\matrices\expressions\companion.py:8(CompanionMatrix)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\matrices\expressions\diagonal.py:9(DiagonalMatrix)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\parsing\sympy_parser.py:365(split_symbols_custom)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\source.py:97(LocalSource)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\replay_record.py:19(DummyModule)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\functions.py:869(FunctoolsPartialVariable)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\constant.py:211(EnumVariable)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\ctx_manager.py:883(PreserveVersionContextVariable)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\higher_order_ops.py:1131(MapHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\misc.py:1134(PythonModuleVariable)
        4    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        2    0.000    0.000    0.000    0.000 E:\Python311\Lib\typing.py:2208(runtime_checkable)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\arrays\datetimes.py:2310(_construct_from_dt64_naive)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexing.py:1165(_check_deprecated_callable_usage)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:548(CallMethodKey)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_sympy\functions.py:468(CeilToInt)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\evalf.py:1554(EvalfMixin)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\logic\boolalg.py:1156(Implies)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\relational.py:1160(StrictGreaterThan)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\relational.py:820(_Inequality)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\polyoptions.py:507(Split)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\polyoptions.py:538(Extension)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\printing\pycode.py:757(SymPyPrinter)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\mathieu_functions.py:86(mathieuc)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\plotting\intervalmath\interval_membership.py:4(intervalMembership)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\fsdp\_flat_param.py:136(ParamInfo)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\_exporter_legacy.py:244(ExportOptions)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\numeric.py:2489(array_equal)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexing.py:981(<genexpr>)
        7    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\internals\managers.py:913(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_sympy\functions.py:512(LShift)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_sympy\functions.py:1055(TruncToInt)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\utilities\enumerative.py:370(MultisetPartitionTraverser)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\function.py:818(AppliedUndef)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\relational.py:902(GreaterThan)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\assumptions\cnf.py:77(OR)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\polyoptions.py:266(Gens)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\polyoptions.py:344(Order)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\orderings.py:63(ProductOrder)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\agca\modules.py:160(ModuleElement)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\strategies\branch\core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\series\sequences.py:1126(SeqMul)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\source.py:631(ConstantSource)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\ctx_manager.py:129(GenericContextWrappingVariable)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_higher_order_ops\triton_kernel_wrap.py:760(TritonHOPifier)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\lists.py:773(SliceVariable)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\distributed.py:244(ProcessGroupVariable)
        6    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\symbolic_opset8.py:69(_interpolate)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_inductor\cpp_builder.py:1244(CppTorchCudaOptions)
        1    0.000    0.000    0.000    0.000 <frozen os>:818(fsdecode)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        3    0.000    0.000    0.000    0.000 E:\Python311\Lib\typing.py:1681(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_sympy\functions.py:986(IsNonOverlappingAndDenseIndicator)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\kind.py:156(__new__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\domains\mpelements.py:14(RealElement)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\miscellaneous.py:801(Min)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\mathieu_functions.py:148(mathieusprime)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\agca\modules.py:1106(SubModulePolyRing)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\series\formal.py:1696(FormalPowerSeriesInverse)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\series\limits.py:130(Limit)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\source.py:126(RandomValueSource)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\source.py:156(GlobalWeakRefSource)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\source.py:218(GradSource)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\ctx_manager.py:562(CUDADeviceVariable)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\ctx_manager.py:737(AutocastModeVariable)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\_shard\sharding_spec\api.py:35(DevicePlacementSpec)
        6    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\symbolic_opset9.py:1849(_interpolate)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_inductor\codecache.py:1529(AotCodeCompiler)
        5    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\arrays\datetimes.py:103(tz_to_dtype)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexes\base.py:7652(ensure_has_len)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:560(InnerTensorKey)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_sympy\functions.py:934(FloatTrueDiv)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_sympy\functions.py:957(IntTrueDiv)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\numbers.py:3989(Catalan)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\polyoptions.py:571(Modulus)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\printing\pycode.py:88(<dictcomp>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\sets\contains.py:10(Contains)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\spherical_harmonics.py:267(Znm)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\mathieu_functions.py:210(mathieucprime)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\series\sequences.py:378(EmptySequence)
        5    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\integrals\transforms.py:224(_noconds_)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\user_defined.py:1313(KeyedJaggedTensorVariable)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_constants.py:1(<module>)
        5    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\symbolic_helper.py:1722(_reduce_op_symbolic_helper)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\_rules.py:64(_MissingStandardSymbolicFunction)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_functorch\_aot_autograd\autograd_cache.py:295(AOTAutogradCacheEntry)
        4    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
      3/1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\gymnasium\core.py:422(metadata)
        4    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\numeric.py:1515(<listcomp>)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexing.py:161(iloc)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\callbacks.py:67(init_callback)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\vec_env\patch_gym.py:15(_patch_env)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\yaml\__init__.py:351(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:572(DivideByKey)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:1101(StrictMinMaxConstraint)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_sympy\functions.py:836(Min)
        1    0.000    0.000    0.000    0.000 E:\Python311\Lib\colorsys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\calculus\optimization.py:213(Muller)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\facts.py:257(Prover)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\containers.py:334(OrderedSet)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\logic\inference.py:252(KB)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\polyoptions.py:616(Auto)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\assumptions\relation\equality.py:113(StrictGreaterThanPredicate)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\printing\lambdarepr.py:20(LambdaPrinter)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\agca\homomorphisms.py:444(MatrixHomomorphism)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\agca\modules.py:286(FreeModule)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\matrices\expressions\diagonal.py:86(DiagonalOf)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\simplify\epathtools.py:6(EPath)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\solvers\diophantine\diophantine.py:40(DiophantineSolutionSet)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\geometry\line.py:1987(Line2D)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\geometry\line.py:2429(LinearEntity3D)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_numpy\_funcs.py:54(IndexExpression)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\ctx_manager.py:268(SetFwdGradEnabledContextManager)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\iter.py:28(ItertoolsVariable)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\nn_module.py:1140(UnspecializedBuiltinNNModuleVariable)
      3/1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\gymnasium\core.py:384(action_space)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\dtypes\common.py:1194(<lambda>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\utils\_sympy\functions.py:1042(TruncToFloat)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\parameters.py:60(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\assumptions.py:464(StdFactKB)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\logic\boolalg.py:253(BooleanTrue)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\logic\boolalg.py:369(BooleanFalse)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\logic\boolalg.py:1062(Nand)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\polynomials.py:687(chebyshevt_root)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\matrices\expressions\diagonal.py:157(DiagMatrix)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\simplify\cse_main.py:345(Unevaluated)
        5    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\tensor\_ops\utils.py:31(register_prop_rule)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\_rules.py:128(_FxGraphToOnnx)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\_rules.py:168(_FxPass)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\_exporter_legacy.py:455(ONNXRuntimeOptions)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_inductor\codecache.py:3068(DLLWrapper)
        4    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 {built-in method math.floor}
        2    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\numpy\_core\getlimits.py:716(max)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\dtypes\common.py:1122(<lambda>)
        6    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\missing.py:1073(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\vec_env\base_vec_env.py:101(_reset_options)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\callbacks.py:78(on_training_start)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\callbacks.py:122(on_rollout_end)
        5    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\yaml\events.py:5(__init__)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\yaml\representer.py:71(add_multi_representer)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\yaml\events.py:36(StreamStartEvent)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:92(GuardOnDataDependentSymNode)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\calculus\extrapolation.py:266(levin_class)
        6    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\utilities\iterables.py:858(<genexpr>)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\numbers.py:3930(EulerGamma)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\logic\boolalg.py:1441(Exclusive)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\assumptions\assume.py:14(AssumptionsContext)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\monomials.py:394(MonomialOps)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\elementary\exponential.py:140(exp_polar)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\hyper.py:1129(appellf1)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\beta_functions.py:173(betainc)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\beta_functions.py:282(betainc_regularized)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\assumptions\relation\equality.py:69(UnequalityPredicate)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\assumptions\relation\equality.py:161(GreaterThanPredicate)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\strategies\core.py:104(do_one)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\integrals\laplace.py:1265(LaplaceTransform)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\integrals\transforms.py:1428(HankelTypeTransform)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\geometry\line.py:2160(Ray2D)
        5    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\trace_rules.py:2940(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\source.py:112(SyntheticLocalSource)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\variables\functions.py:1030(DynamoTritonHOPifier)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\_infra.py:190(ThreadFlowLocation)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_decomp\decompositions_for_rng.py:66(PhiloxState)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
      3/1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\gymnasium\core.py:433(render_mode)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:392(ensure_dtype_objs)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexers\utils.py:62(is_list_like_indexer)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexing.py:305(loc)
        4    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\internals\managers.py:246(items)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\stable_baselines3\common\preprocessing.py:143(get_obs_shape)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\yaml\composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\mpmath\matrices\calculus.py:5(MatrixCalculusMethods)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\logic\boolalg.py:1125(Xnor)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\relational.py:866(_Greater)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\assumptions\cnf.py:109(AND)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\polys\numberfields\utilities.py:166(AlgIntPowers)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\matrices\sparse.py:462(MutableSparseMatrix)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\series\gruntz.py:155(SubsSet)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\simplify\hyperexpand.py:674(Formula)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\bytecode_transformation.py:517(ExceptionTableEntry)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\source.py:142(GlobalSource)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\_rules.py:148(_FxNodeToOnnx)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\fx\registration.py:20(ONNXFunction)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\output_graph.py:130(VariableTrackerCache)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\io\common.py:1117(_maybe_memory_map)
        3    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\pandas\core\indexes\datetimes.py:265(_engine_type)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\matplotlib\_pylab_helpers.py:99(get_active)
        2    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\convert_frame.py:147(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\multipledispatch\dispatcher.py:366(MethodDispatcher)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\core\rules.py:5(Transform)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\logic\boolalg.py:1091(Nor)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\functions\special\polynomials.py:728(chebyshevu_root)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\tensor\array\array_comprehension.py:344(ArrayComprehensionMap)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\simplify\hyperexpand.py:1200(MeijerUnShiftB)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\solvers\ode\single.py:443(FirstExact)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\sympy\plotting\series.py:1229(List2DSeries)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_dynamo\source.py:509(TypeSource)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\distributed\algorithms\_comm_hooks\default_hooks.py:46(LowPrecisionState)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\_higher_order_ops\triton_kernel_wrap.py:397(__init__)
        1    0.000    0.000    0.000    0.000 F:\Ventura\env\Lib\site-packages\torch\onnx\_internal\diagnostics\_rules.py:94(_OperatorSupportedInNewerOpsetVersion)
